issue_id,user_id,issue_type,description,reported_date,status,priority,app_version
311,520,Performance,Profile picture upload not working,2024-10-03 00:25:59,In Progress,Critical,1.3.3
312,547,Network,Keyboard hides input field on iOS,2025-05-12 07:24:04,Open,Critical,2.0.3
313,481,UI Bug,UI elements overlap on small screen,2024-10-28 20:07:12,Resolved,Medium,1.4.6
314,151,Performance,App freezes after login,2025-02-04 10:13:41,Resolved,Medium,5.2.0
315,335,Other,Notifications are not received,2025-02-16 06:19:23,Resolved,Medium,2.2.2
316,122,UI Bug,Data lost after app update,2025-07-28 21:24:06,In Progress,Low,4.1.0
317,836,Data Loss,Keyboard hides input field on iOS,2024-09-24 12:34:49,Resolved,Critical,4.8.5
318,108,Other,Data lost after app update,2024-10-18 13:08:39,Resolved,Critical,3.2.8
319,826,Crash,App crashes when opening settings,2024-12-07 18:43:00,In Progress,Critical,1.0.2
320,317,Performance,Notifications are not received,2025-04-22 13:50:08,Open,High,1.8.1
321,818,Network,Dark mode not applied on some screens,2025-04-18 13:06:17,Resolved,Medium,4.4.1
322,265,UI Bug,Error message displayed incorrectly,2025-04-13 22:39:43,Resolved,Critical,4.0.6
323,234,Crash,App version mismatch after update,2025-08-29 04:29:42,Open,Low,1.8.9
324,795,UI Bug,Notifications are not received,2025-06-08 15:16:20,In Progress,High,1.0.7
325,901,Crash,Data lost after app update,2025-06-07 17:42:39,In Progress,Medium,4.3.0
326,350,UI Bug,Profile picture upload not working,2024-10-21 15:54:46,In Progress,Medium,2.6.1
327,983,Crash,Notifications are not received,2025-05-12 10:54:46,In Progress,Critical,5.1.8
328,596,Network,Scrolling is not smooth,2025-08-19 13:40:54,Resolved,Low,1.6.1
329,107,Network,Notifications are not received,2024-11-25 15:38:14,In Progress,Medium,3.4.9
330,880,Network,App logs out automatically,2025-06-09 00:22:00,Open,High,2.5.0
331,810,Network,Profile picture upload not working,2025-05-31 21:35:33,In Progress,Critical,2.8.8
332,133,Other,App freezes after login,2024-12-17 15:50:17,Open,Critical,1.5.7
333,689,UI Bug,Data not syncing with server,2025-05-19 23:09:47,Open,High,2.9.2
334,989,UI Bug,Search results take too long to load,2024-12-28 02:24:02,Resolved,Low,4.6.2
335,615,Network,App version mismatch after update,2025-03-13 10:22:16,Open,Critical,3.0.9
336,740,Crash,Location services not detecting city,2025-05-10 07:28:03,Resolved,High,3.1.0
337,962,Data Loss,Push notifications show duplicate messages,2025-06-23 19:03:40,Open,Low,2.0.7
338,604,Crash,Location services not detecting city,2025-06-15 22:22:46,Open,High,4.8.5
339,276,Crash,Data lost after app update,2025-07-31 21:31:33,Resolved,Critical,2.8.5
340,998,Crash,Scrolling is not smooth,2025-02-24 12:30:43,In Progress,High,4.3.2
341,151,UI Bug,Error message displayed incorrectly,2025-08-03 12:18:27,Resolved,Low,5.6.7
342,178,Performance,App version mismatch after update,2025-03-19 03:33:33,Open,High,2.9.1
343,692,Performance,Error message displayed incorrectly,2025-01-10 13:44:25,In Progress,Critical,4.5.4
344,101,Performance,Slow performance on home screen,2024-11-05 11:47:16,Resolved,Medium,5.7.1
345,908,UI Bug,Data not syncing with server,2024-09-12 21:47:49,In Progress,Medium,5.0.3
346,94,Other,Payment gateway fails at checkout,2025-02-15 08:34:21,Resolved,Medium,2.4.1
347,979,Data Loss,Data not syncing with server,2024-10-29 10:44:57,Resolved,Low,2.1.7
348,891,Network,Crash when switching app language,2025-03-15 20:49:09,In Progress,Medium,1.8.4
349,346,Crash,Push notifications show duplicate messages,2025-06-01 08:01:11,Resolved,High,2.5.1
350,492,UI Bug,Data not syncing with server,2025-08-23 23:09:30,In Progress,Critical,3.9.9
351,805,UI Bug,Push notifications show duplicate messages,2025-08-17 12:37:52,Open,High,3.6.1
352,586,Performance,Crash when switching app language,2025-08-17 09:02:36,Resolved,Low,1.1.2
353,647,UI Bug,Data not syncing with server,2025-02-15 12:59:00,Open,Medium,3.1.4
354,563,Performance,Crash when switching app language,2025-01-08 11:12:14,Open,Critical,2.5.3
355,483,UI Bug,Error message displayed incorrectly,2025-02-26 04:39:54,Open,Medium,4.9.9
356,650,Network,App logs out automatically,2024-11-06 17:51:52,Resolved,Medium,4.8.6
357,78,UI Bug,Dark mode not applied on some screens,2024-09-24 06:04:31,In Progress,Low,2.8.6
358,87,UI Bug,App version mismatch after update,2025-05-29 11:38:45,Resolved,Medium,4.2.5
359,223,Other,Location services not detecting city,2024-12-19 19:27:27,Open,Low,2.6.2
360,476,Performance,Push notifications show duplicate messages,2025-01-19 05:58:10,In Progress,Low,5.5.9
361,367,Crash,Data lost after app update,2025-05-19 17:38:07,Resolved,Critical,4.6.6
362,787,Other,Payment gateway fails at checkout,2025-03-04 17:06:56,In Progress,Low,4.5.0
363,597,Performance,Profile picture upload not working,2025-05-01 10:33:21,In Progress,Low,3.9.3
364,694,Data Loss,App freezes after login,2024-12-26 22:36:51,Resolved,Medium,4.9.3
365,846,Data Loss,Crash when switching app language,2025-06-16 18:36:45,Open,Medium,5.8.0
366,219,Performance,Error message displayed incorrectly,2025-04-10 00:34:35,In Progress,Critical,4.3.3
367,197,Data Loss,App logs out automatically,2025-03-08 07:19:52,In Progress,Critical,1.1.6
368,691,Performance,Scrolling is not smooth,2025-08-02 01:58:09,Open,Medium,3.3.4
369,670,Data Loss,Keyboard hides input field on iOS,2024-12-22 19:20:49,In Progress,Low,1.1.9
370,824,UI Bug,App version mismatch after update,2025-02-24 18:59:40,Resolved,Critical,1.2.6
371,438,Performance,Keyboard hides input field on iOS,2025-02-24 14:55:41,In Progress,High,2.8.5
372,528,Network,App freezes after login,2025-08-02 18:33:29,Open,High,2.7.7
373,971,Other,Error message displayed incorrectly,2024-09-18 10:55:05,Open,Low,4.3.6
374,547,Crash,Profile picture upload not working,2024-09-19 22:19:23,Open,Low,4.0.0
375,7,Data Loss,Scrolling is not smooth,2024-12-03 15:58:41,Resolved,Medium,2.6.5
376,91,Data Loss,Payment gateway fails at checkout,2024-12-17 04:17:33,Open,Low,3.0.7
377,798,Network,Slow performance on home screen,2025-04-24 22:08:16,In Progress,Low,2.6.6
378,502,Data Loss,Search results take too long to load,2025-08-20 17:22:11,In Progress,High,2.6.9
379,23,Other,Data not syncing with server,2025-08-31 17:02:15,Resolved,Low,5.2.2
380,757,Network,Error message displayed incorrectly,2025-06-01 05:35:06,In Progress,High,2.8.0
381,739,UI Bug,Search results take too long to load,2025-07-20 12:59:00,Resolved,Low,3.4.9
382,911,Crash,Profile picture upload not working,2025-05-18 23:15:15,In Progress,Medium,3.3.7
383,256,Crash,Search results take too long to load,2025-04-19 09:03:08,Resolved,High,3.2.0
384,476,Performance,App freezes after login,2024-10-11 06:08:24,Open,Medium,4.5.3
385,445,Performance,Notifications are not received,2025-07-10 18:46:50,In Progress,Medium,4.0.3
386,559,Data Loss,Slow performance on home screen,2024-10-07 13:39:57,Open,Critical,1.5.7
387,993,Network,Slow performance on home screen,2024-09-25 20:38:24,In Progress,Medium,3.1.2
388,611,Other,Scrolling is not smooth,2024-12-27 20:09:42,Open,Low,2.9.7
389,198,Other,Keyboard hides input field on iOS,2025-03-14 16:30:41,Open,Low,1.4.6
390,160,Network,Push notifications show duplicate messages,2025-03-05 03:09:50,Resolved,Medium,1.1.5
391,263,Crash,App logs out automatically,2025-06-10 08:41:02,Resolved,High,1.6.9
392,495,Network,App logs out automatically,2024-12-16 20:29:33,Open,Low,3.0.3
393,945,Crash,Notifications are not received,2024-12-23 03:36:31,In Progress,Medium,2.1.6
394,473,Crash,UI elements overlap on small screen,2024-12-18 03:44:47,Open,Low,1.0.3
395,952,UI Bug,Payment gateway fails at checkout,2025-03-11 09:32:09,Open,Low,1.5.1
396,52,Other,Payment gateway fails at checkout,2025-05-08 18:45:08,In Progress,Critical,1.6.6
397,524,UI Bug,Dark mode not applied on some screens,2025-02-11 20:58:09,Resolved,Critical,3.4.3
398,848,UI Bug,Payment gateway fails at checkout,2025-02-18 17:25:30,Open,Critical,1.4.2
399,732,Other,Data not syncing with server,2025-01-24 08:22:02,Open,Medium,2.5.6
400,706,Network,Notifications are not received,2025-06-09 13:32:27,Open,High,3.8.8
401,131,Performance,Data not syncing with server,2025-03-19 11:59:49,Open,Low,3.7.8
402,750,Performance,Dark mode not applied on some screens,2025-09-01 06:13:51,In Progress,Low,2.0.0
403,320,Network,Profile picture upload not working,2025-05-13 04:43:04,Resolved,Low,2.6.5
404,526,Network,Notifications are not received,2025-07-16 00:42:53,Resolved,Low,4.4.9
405,395,UI Bug,App logs out automatically,2025-01-11 23:22:12,In Progress,Medium,5.5.4
406,168,Data Loss,Dark mode not applied on some screens,2024-12-21 13:31:41,Resolved,High,5.9.7
407,854,UI Bug,Error message displayed incorrectly,2024-12-02 03:34:56,In Progress,Medium,1.2.8
408,154,Other,Notifications are not received,2024-11-05 11:15:28,Open,High,2.6.0
409,572,UI Bug,App logs out automatically,2025-08-29 12:11:11,Resolved,Critical,5.7.5
410,761,Other,Login button not responding on Android,2025-05-07 15:20:31,In Progress,High,5.2.1
411,501,Other,Error message displayed incorrectly,2025-06-03 11:33:56,In Progress,Critical,5.5.1
412,37,Performance,App freezes after login,2025-01-30 04:34:03,Open,Low,5.8.6
413,231,Crash,Payment gateway fails at checkout,2025-05-04 05:29:51,Open,Medium,2.1.5
414,349,UI Bug,Dark mode not applied on some screens,2024-09-12 16:33:35,In Progress,Low,3.5.4
415,171,Data Loss,App crashes when opening settings,2025-05-07 07:28:19,Open,Critical,3.0.3
416,472,UI Bug,App version mismatch after update,2024-10-04 00:15:29,In Progress,Medium,3.3.7
417,547,Performance,Scrolling is not smooth,2025-02-09 05:00:25,Resolved,Critical,3.5.2
418,528,UI Bug,Data lost after app update,2024-12-06 08:58:40,In Progress,Medium,5.0.4
419,108,Other,Push notifications show duplicate messages,2025-03-13 06:16:14,Resolved,High,5.4.6
420,687,Network,Crash when switching app language,2025-01-12 05:23:12,Resolved,Low,4.6.5
421,916,UI Bug,Login button not responding on Android,2025-08-25 06:44:57,Resolved,Medium,3.0.1
422,781,UI Bug,Location services not detecting city,2024-10-11 07:58:00,In Progress,Low,2.4.4
423,806,Network,Slow performance on home screen,2024-09-18 09:08:09,Resolved,Medium,5.3.5
424,576,Other,Login button not responding on Android,2025-08-24 04:59:02,Resolved,Medium,5.9.0
425,128,Performance,Keyboard hides input field on iOS,2025-07-26 15:39:48,Resolved,Critical,5.5.8
426,560,Other,Crash when switching app language,2025-05-30 15:13:55,Open,Medium,1.4.6
427,63,Other,Data not syncing with server,2024-11-25 17:40:33,In Progress,High,1.8.9
428,634,Crash,Dark mode not applied on some screens,2025-01-28 19:48:30,Resolved,Low,5.8.7
429,76,Performance,Notifications are not received,2024-09-21 21:29:54,In Progress,High,2.5.7
430,73,Performance,Error message displayed incorrectly,2025-01-13 04:21:18,In Progress,Critical,2.0.0
431,397,Crash,Data lost after app update,2025-04-19 08:10:14,Open,Critical,4.5.8
432,912,Other,Data not syncing with server,2024-11-29 05:28:43,In Progress,High,5.6.3
433,1000,UI Bug,App version mismatch after update,2025-03-02 05:34:26,Resolved,Medium,3.1.1
434,535,Performance,Location services not detecting city,2025-08-22 16:27:54,In Progress,Medium,5.4.3
435,424,Data Loss,App crashes when opening settings,2025-04-29 09:11:25,Open,Critical,4.9.3
436,843,Data Loss,App crashes when opening settings,2025-01-29 11:46:47,In Progress,Low,5.7.1
437,160,Other,Crash when switching app language,2025-05-22 23:24:06,In Progress,Critical,2.8.4
438,502,Network,App logs out automatically,2025-03-25 16:21:55,Open,Critical,1.8.8
439,737,Data Loss,Location services not detecting city,2025-01-16 10:51:26,Open,High,2.0.9
440,106,UI Bug,UI elements overlap on small screen,2025-01-25 00:34:50,In Progress,High,2.0.5
441,646,Network,App version mismatch after update,2025-05-12 19:14:22,Open,Medium,3.0.6
442,673,Performance,App crashes when opening settings,2025-07-06 07:02:25,In Progress,High,4.5.8
443,485,UI Bug,App freezes after login,2025-03-19 01:28:49,Open,Low,3.2.8
444,448,Network,App freezes after login,2025-03-30 02:32:52,Open,High,1.2.6
445,117,Data Loss,Payment gateway fails at checkout,2025-08-10 11:53:23,Open,Medium,2.0.0
446,823,UI Bug,Payment gateway fails at checkout,2025-05-22 13:40:29,In Progress,Critical,2.3.8
447,417,UI Bug,App logs out automatically,2025-07-12 09:55:38,Open,Critical,5.8.2
448,322,Performance,Notifications are not received,2024-12-21 01:40:30,Resolved,High,1.4.4
449,629,Data Loss,Profile picture upload not working,2024-12-15 20:24:23,Open,Critical,5.4.0
450,571,Other,App crashes when opening settings,2025-03-26 17:35:23,Open,Medium,1.6.5
451,810,Crash,Crash when switching app language,2024-11-27 08:32:17,In Progress,Medium,2.7.9
452,689,Crash,App logs out automatically,2024-09-06 17:45:53,In Progress,Low,1.1.7
453,168,UI Bug,Push notifications show duplicate messages,2025-07-03 19:34:32,Resolved,Low,5.7.3
454,482,Network,Keyboard hides input field on iOS,2025-07-21 01:26:46,Open,Low,1.8.4
455,133,Data Loss,Payment gateway fails at checkout,2025-03-01 21:24:03,Open,Low,1.2.6
456,76,Performance,Data lost after app update,2024-12-29 18:41:10,Resolved,Critical,4.4.0
457,982,UI Bug,Keyboard hides input field on iOS,2025-01-21 00:01:13,Resolved,Medium,1.9.8
458,433,Performance,App freezes after login,2024-12-31 22:18:25,Open,Medium,5.3.1
459,45,Other,Data not syncing with server,2024-11-18 20:12:43,Resolved,High,1.8.8
460,758,UI Bug,Push notifications show duplicate messages,2025-04-25 08:17:27,In Progress,High,4.6.5
461,167,Other,Data lost after app update,2024-11-24 19:37:35,Open,High,3.7.9
462,817,Other,App freezes after login,2024-09-28 15:31:51,In Progress,Low,3.3.2
463,931,Crash,Search results take too long to load,2025-08-30 19:25:32,Open,Critical,5.5.7
464,439,Crash,Dark mode not applied on some screens,2025-07-24 09:52:07,Open,Low,3.4.4
465,853,Data Loss,Crash when switching app language,2025-06-23 22:05:14,Open,Low,2.1.2
466,928,Other,Profile picture upload not working,2025-04-17 06:32:13,Resolved,Low,2.3.9
467,688,Other,Search results take too long to load,2024-09-11 21:44:17,In Progress,High,1.5.3
468,578,UI Bug,App freezes after login,2025-04-12 09:49:54,Open,High,5.4.4
469,56,UI Bug,Notifications are not received,2025-01-10 07:07:10,Open,Low,1.1.2
470,107,UI Bug,Notifications are not received,2025-06-14 19:19:26,In Progress,Medium,3.0.2
471,372,Other,Location services not detecting city,2025-06-08 05:51:11,Resolved,Critical,2.0.3
472,549,Performance,Push notifications show duplicate messages,2025-01-01 10:06:02,In Progress,High,2.9.0
473,65,Network,Location services not detecting city,2025-04-03 03:19:13,Open,High,4.0.6
474,25,Data Loss,Data not syncing with server,2025-07-26 19:23:28,In Progress,Critical,5.0.1
475,793,Crash,Keyboard hides input field on iOS,2025-06-07 19:48:04,Resolved,Medium,5.5.1
476,739,UI Bug,App version mismatch after update,2025-04-20 07:43:57,In Progress,Critical,5.3.8
477,115,UI Bug,App freezes after login,2024-09-19 23:52:28,Resolved,High,5.7.2
478,769,Data Loss,Data lost after app update,2025-07-27 06:26:45,In Progress,High,2.9.9
479,305,Other,Profile picture upload not working,2025-08-04 08:10:39,Open,Critical,2.7.4
480,886,Data Loss,Slow performance on home screen,2025-07-01 15:33:27,Open,Medium,1.0.8
481,559,UI Bug,Dark mode not applied on some screens,2025-04-20 13:38:01,Open,Medium,1.3.8
482,384,Other,Data not syncing with server,2025-02-15 16:01:31,In Progress,Low,3.2.5
483,694,Crash,Dark mode not applied on some screens,2025-08-24 13:58:46,Resolved,Critical,1.4.1
484,86,Network,App logs out automatically,2025-01-16 14:09:26,In Progress,Critical,2.9.4
485,444,Other,App logs out automatically,2024-11-13 10:50:28,Open,Low,5.6.5
486,185,Performance,App logs out automatically,2025-06-28 02:47:06,Resolved,Medium,3.1.2
487,50,UI Bug,Notifications are not received,2025-01-11 23:52:17,Resolved,Low,3.4.0
488,323,Data Loss,App crashes when opening settings,2024-12-11 11:00:55,In Progress,Medium,1.3.6
489,770,Performance,Notifications are not received,2025-05-28 23:15:55,In Progress,Low,2.8.7
490,567,Data Loss,Location services not detecting city,2025-03-25 10:56:58,Open,High,3.3.4
491,851,Network,Profile picture upload not working,2025-01-06 21:09:54,Open,Medium,3.3.9
492,837,UI Bug,Scrolling is not smooth,2024-10-03 00:23:19,Open,Low,3.7.4
493,737,Data Loss,Login button not responding on Android,2025-07-08 03:42:55,In Progress,High,3.7.2
494,916,Crash,Push notifications show duplicate messages,2024-10-05 19:52:33,Resolved,High,1.6.2
495,253,Data Loss,Error message displayed incorrectly,2024-10-09 16:23:05,In Progress,Low,1.9.8
496,292,Data Loss,App freezes after login,2025-08-09 03:26:23,In Progress,High,3.7.1
497,835,Crash,Error message displayed incorrectly,2025-01-01 00:05:40,Resolved,High,1.0.1
498,960,Network,Scrolling is not smooth,2024-12-16 18:12:45,In Progress,Medium,5.3.3
499,440,Data Loss,UI elements overlap on small screen,2024-11-27 23:44:09,In Progress,Low,1.0.0
500,930,UI Bug,Data lost after app update,2024-09-19 23:15:53,Open,Low,4.6.6
501,428,Data Loss,UI elements overlap on small screen,2024-10-08 20:05:05,Open,High,5.8.9
502,613,Data Loss,Payment gateway fails at checkout,2025-03-10 01:26:24,In Progress,Low,5.8.8
503,826,UI Bug,UI elements overlap on small screen,2025-03-22 01:43:51,Resolved,High,4.1.7
